Degrees and Certificates Awarded by Curriculum Area,
DimYear,InstTypeList,InstList,MajorTypeDesc,LevelGroupDesc,CIPGroupDesc,CIPDesc,Count,
"2016","Texas State Technical Colleges","Texas State Technical College in Marshall","Technical","Associate","15 - Engineering Technologies and Engineering-Related Fields","15061200 - Industrial Technology/Technician","11",
"2016","Texas State Technical Colleges","Texas State Technical College in Marshall","Technical","Associate","15 - Engineering Technologies and Engineering-Related Fields","15061300 - Manufacturing Engineering Technology/Technician","8",
"2016","Texas State Technical Colleges","Texas State Technical College in Marshall","Technical","Associate","15 - Engineering Technologies and Engineering-Related Fields","15130200 - CAD/CADD Drafting and/or Design Technology/Technician","3",
"2016","Texas State Technical Colleges","Texas State Technical College in Marshall","Technical","Associate","41 - Science Technologies/Technicians","41030300 - Chemical Process Technology","5",
"2016","Texas State Technical Colleges","Texas State Technical College in Marshall","Technical","Associate","46 - Construction Trades","46030300 - Lineworker","13",
"2016","Texas State Technical Colleges","Texas State Technical College in Marshall","Technical","Associate","47 - Mechanic and Repair Technologies/Technicians","47060500 - Diesel Mechanics Technology/Technician","10",
"2016","Texas State Technical Colleges","Texas State Technical College in Marshall","Technical","Associate","48 - Precision Production","48050100 - Machine Tool Technology/Machinist","3",
"2016","Texas State Technical Colleges","Texas State Technical College in Marshall","Technical","Associate","52 - Business, Management, Marketing and Related Support Services","52020400 - Office Management and Supervision","2",
"2016","Texas State Technical Colleges","Texas State Technical College in Marshall","Technical","Associate","52 - Business, Management, Marketing and Related Support Services","52020800 - E-Commerce/Electronic Commerce","1",
"2016","Texas State Technical Colleges","Texas State Technical College in Marshall","Technical","Associate","52 - Business, Management, Marketing and Related Support Services","52040700 - Business/Office Automation/Technology/Data Entry","5",
"2016","Texas State Technical Colleges","Texas State Technical College in Marshall","Technical","Certificate","46 - Construction Trades","46030300 - Lineworker","7",
"2016","Texas State Technical Colleges","Texas State Technical College in Marshall","Technical","Certificate","47 - Mechanic and Repair Technologies/Technicians","47060500 - Diesel Mechanics Technology/Technician","5",
"2016","Texas State Technical Colleges","Texas State Technical College in Marshall","Technical","Certificate","48 - Precision Production","48050100 - Machine Tool Technology/Machinist","3",
"2016","Texas State Technical Colleges","Texas State Technical College in Marshall","Technical","Certificate","48 - Precision Production","48050800 - Welding Technology/Welder","14",
"2016","Texas State Technical Colleges","Texas State Technical College in Marshall","Technical","Certificate","48 - Precision Production","48051000 - Computer Numerically Controlled (CNC) Machinist Technology/CNC Machinist","1",
"2016","Texas State Technical Colleges","Texas State Technical College in Marshall","Technical","Certificate","52 - Business, Management, Marketing and Related Support Services","52020400 - Office Management and Supervision","5",
"2016","Texas State Technical Colleges","Texas State Technical College in North Texas","Technical","Associate","11 - Computer and Information Sciences and Support Services","11010100 - Computer and Information Sciences, General","2",
"2016","Texas State Technical Colleges","Texas State Technical College in North Texas","Technical","Associate","11 - Computer and Information Sciences and Support Services","11100200 - System, Networking, and LAN/WAN Management/Manager","1",
"2016","Texas State Technical Colleges","Texas State Technical College in North Texas","Technical","Associate","11 - Computer and Information Sciences and Support Services","11100300 - Computer and Information Systems Security/Information Assurance","5",
"2016","Texas State Technical Colleges","Texas State Technical College in North Texas","Technical","Associate","15 - Engineering Technologies and Engineering-Related Fields","15061200 - Industrial Technology/Technician","1",
"2016","Texas State Technical Colleges","Texas State Technical College in North Texas","Technical","Associate","46 - Construction Trades","46030100 - Electrical and Power Transmission Installation/Installer, General","3",
"2016","Texas State Technical Colleges","Texas State Technical College in North Texas","Technical","Associate","52 - Business, Management, Marketing and Related Support Services","52020300 - Logistics, Materials, and Supply Chain Management","1",
"2016","Texas State Technical Colleges","Texas State Technical College in North Texas","Technical","Certificate","15 - Engineering Technologies and Engineering-Related Fields","15130200 - CAD/CADD Drafting and/or Design Technology/Technician","1",
"2016","Texas State Technical Colleges","Texas State Technical College in North Texas","Technical","Certificate","47 - Mechanic and Repair Technologies/Technicians","47060500 - Diesel Mechanics Technology/Technician","2",
"2016","Texas State Technical Colleges","Texas State Technical College in North Texas","Technical","Certificate","48 - Precision Production","48050800 - Welding Technology/Welder","12",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","01 - Agriculture, Agriculture Operations, and Related Sciences","01060700 - Turf and Turfgrass Management","1",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","11 - Computer and Information Sciences and Support Services","11080100 - Web Page, Digital/Multimedia and Information Resources Design","7",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","11 - Computer and Information Sciences and Support Services","11100100 - Network and System Administration/Administrator","20",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","11 - Computer and Information Sciences and Support Services","11100200 - System, Networking, and LAN/WAN Management/Manager","10",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","11 - Computer and Information Sciences and Support Services","11100300 - Computer and Information Systems Security/Information Assurance","14",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","12 - Personal and Culinary Services","12050300 - Culinary Arts/Chef Training","16",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","15 - Engineering Technologies and Engineering-Related Fields","15030400 - Laser and Optical Technology/Technician","1",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","15 - Engineering Technologies and Engineering-Related Fields","15040100 - Biomedical Technology/Technician","27",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","15 - Engineering Technologies and Engineering-Related Fields","15040400 - Instrumentation Technology/Technician","96",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","15 - Engineering Technologies and Engineering-Related Fields","15040500 - Robotics Technology/Technician","10",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","15 - Engineering Technologies and Engineering-Related Fields","15050100 - Heating, Ventilation , Air Conditioning and Refrigeration Technology/Technician","2",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","15 - Engineering Technologies and Engineering-Related Fields","15050500 - Solar Energy Technology/Technician","4",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","15 - Engineering Technologies and Engineering-Related Fields","15050700 - Environmental Engineering Technology/Environmental Technology","23",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","15 - Engineering Technologies and Engineering-Related Fields","15061300 - Manufacturing Engineering Technology/Technician","20",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","15 - Engineering Technologies and Engineering-Related Fields","15070100 - Occupational Safety and Health Technology/Technician","38",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","15 - Engineering Technologies and Engineering-Related Fields","15110200 - Survey Technology/ Surveying","10",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","15 - Engineering Technologies and Engineering-Related Fields","15130100 - Drafting and Design Technology/Technician, General","9",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","41 - Science Technologies/Technicians","41020500 - Nuclear/Nuclear Power Technology/Technician","7",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","46 - Construction Trades","46030100 - Electrical and Power Transmission Installation/Installer, General","42",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","46 - Construction Trades","46030300 - Lineworker","2",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","46 - Construction Trades","46040100 - Building/Property Maintenance","1",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","47 - Mechanic and Repair Technologies/Technicians","47010300 - Communications Systems Installation and Repair Technology","4",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","47 - Mechanic and Repair Technologies/Technicians","47010400 - Computer Installation and Repair Technology/Technician","40",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","47 - Mechanic and Repair Technologies/Technicians","47060300 - Autobody/Collision and Repair Technology/Technician","5",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","47 - Mechanic and Repair Technologies/Technicians","47060400 - Automobile/Automotive Mechanics Technology/Technician","22",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","47 - Mechanic and Repair Technologies/Technicians","47060500 - Diesel Mechanics Technology/Technician","64",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","47 - Mechanic and Repair Technologies/Technicians","47060700 - Airframe Mechanics and Aircraft Maintenance Technology/Technician","10",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","47 - Mechanic and Repair Technologies/Technicians","47060800 - Aircraft Powerplant Technology/Technician","14",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","47 - Mechanic and Repair Technologies/Technicians","47060900 - Avionics Maintenance Technology/Technician","8",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","48 - Precision Production","48050100 - Machine Tool Technology/Machinist","5",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","48 - Precision Production","48050800 - Welding Technology/Welder","4",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","49 - Transportation and Materials Moving","49010200 - Airline/Commercial/Professional Pilot and Flight Crew","12",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","49 - Transportation and Materials Moving","49010400 - Aviation/Airway Management and Operations","8",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","49 - Transportation and Materials Moving","49010500 - Air Traffic Controller","15",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","50 - Visual and Performing Arts","50040900 - Graphic Design","21",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Associate","50 - Visual and Performing Arts","50041100 - Game and Interactive Media Design","5",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","11 - Computer and Information Sciences and Support Services","11100200 - System, Networking, and LAN/WAN Management/Manager","4",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","11 - Computer and Information Sciences and Support Services","11100300 - Computer and Information Systems Security/Information Assurance","3",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","12 - Personal and Culinary Services","12050300 - Culinary Arts/Chef Training","3",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","15 - Engineering Technologies and Engineering-Related Fields","15040300 - Electromechanical Technology/Electromechanical Engineering Technology","2",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","15 - Engineering Technologies and Engineering-Related Fields","15050100 - Heating, Ventilation , Air Conditioning and Refrigeration Technology/Technician","8",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","15 - Engineering Technologies and Engineering-Related Fields","15050300 - Energy Management and Systems Technology/Technician","6",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","15 - Engineering Technologies and Engineering-Related Fields","15061300 - Manufacturing Engineering Technology/Technician","8",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","15 - Engineering Technologies and Engineering-Related Fields","15080500 - Mechanical Engineering/Mechanical Technology/Technician","2",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","41 - Science Technologies/Technicians","41020500 - Nuclear/Nuclear Power Technology/Technician","1",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","46 - Construction Trades","46000000 - Construction Trades, General","1",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","46 - Construction Trades","46030100 - Electrical and Power Transmission Installation/Installer, General","7",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","46 - Construction Trades","46030200 - Electrician","6",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","46 - Construction Trades","46030300 - Lineworker","34",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","46 - Construction Trades","46050300 - Plumbing Technology/Plumber","8",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","47 - Mechanic and Repair Technologies/Technicians","47010300 - Communications Systems Installation and Repair Technology","1",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","47 - Mechanic and Repair Technologies/Technicians","47010400 - Computer Installation and Repair Technology/Technician","21",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","47 - Mechanic and Repair Technologies/Technicians","47060300 - Autobody/Collision and Repair Technology/Technician","14",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","47 - Mechanic and Repair Technologies/Technicians","47060400 - Automobile/Automotive Mechanics Technology/Technician","10",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","47 - Mechanic and Repair Technologies/Technicians","47060500 - Diesel Mechanics Technology/Technician","24",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","47 - Mechanic and Repair Technologies/Technicians","47060700 - Airframe Mechanics and Aircraft Maintenance Technology/Technician","1",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","47 - Mechanic and Repair Technologies/Technicians","47060800 - Aircraft Powerplant Technology/Technician","2",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","47 - Mechanic and Repair Technologies/Technicians","47060900 - Avionics Maintenance Technology/Technician","1",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","48 - Precision Production","48050100 - Machine Tool Technology/Machinist","4",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","48 - Precision Production","48050800 - Welding Technology/Welder","68",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","51 - Health Professions and Related Programs","51060100 - Dental Assisting/Assistant","63",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Certificate","51 - Health Professions and Related Programs","51080500 - Pharmacy Technician/Assistant","15",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Enhanced Skills Certificate","15 - Engineering Technologies and Engineering-Related Fields","15040100 - Biomedical Technology/Technician","16",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Technical","Enhanced Skills Certificate","47 - Mechanic and Repair Technologies/Technicians","47060400 - Automobile/Automotive Mechanics Technology/Technician","6",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","01 - Agriculture, Agriculture Operations, and Related Sciences","01060700 - Turf and Turfgrass Management","13",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","10 - Communications Technologies/Technicians and Support Services","10030400 - Animation, Interactive Technology, Video Graphics and Special Effects","1",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","11 - Computer and Information Sciences and Support Services","11020100 - Computer Programming/Programmer, General","9",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","11 - Computer and Information Sciences and Support Services","11080100 - Web Page, Digital/Multimedia and Information Resources Design","1",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","11 - Computer and Information Sciences and Support Services","11100200 - System, Networking, and LAN/WAN Management/Manager","17",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","11 - Computer and Information Sciences and Support Services","11100300 - Computer and Information Systems Security/Information Assurance","15",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","13 - Education","13050100 - Educational/Instructional Technology","1",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","15 - Engineering Technologies and Engineering-Related Fields","15030300 - Electrical, Electronic and Communications Engineering Technology/Technician","5",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","15 - Engineering Technologies and Engineering-Related Fields","15030400 - Laser and Optical Technology/Technician","8",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","15 - Engineering Technologies and Engineering-Related Fields","15040100 - Biomedical Technology/Technician","16",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","15 - Engineering Technologies and Engineering-Related Fields","15040300 - Electromechanical Technology/Electromechanical Engineering Technology","42",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","15 - Engineering Technologies and Engineering-Related Fields","15040500 - Robotics Technology/Technician","1",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","15 - Engineering Technologies and Engineering-Related Fields","15050100 - Heating, Ventilation , Air Conditioning and Refrigeration Technology/Technician","12",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","15 - Engineering Technologies and Engineering-Related Fields","15080500 - Mechanical Engineering/Mechanical Technology/Technician","22",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","15 - Engineering Technologies and Engineering-Related Fields","15130100 - Drafting and Design Technology/Technician, General","11",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","41 - Science Technologies/Technicians","41030100 - Chemical Technology/Technician","3",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","46 - Construction Trades","46000000 - Construction Trades, General","22",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","47 - Mechanic and Repair Technologies/Technicians","47060300 - Autobody/Collision and Repair Technology/Technician","10",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","47 - Mechanic and Repair Technologies/Technicians","47060400 - Automobile/Automotive Mechanics Technology/Technician","20",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","47 - Mechanic and Repair Technologies/Technicians","47060500 - Diesel Mechanics Technology/Technician","9",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","47 - Mechanic and Repair Technologies/Technicians","47060700 - Airframe Mechanics and Aircraft Maintenance Technology/Technician","3",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","47 - Mechanic and Repair Technologies/Technicians","47060800 - Aircraft Powerplant Technology/Technician","1",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Associate","48 - Precision Production","48050800 - Welding Technology/Welder","59",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Certificate","15 - Engineering Technologies and Engineering-Related Fields","15050100 - Heating, Ventilation , Air Conditioning and Refrigeration Technology/Technician","8",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Certificate","47 - Mechanic and Repair Technologies/Technicians","47060300 - Autobody/Collision and Repair Technology/Technician","6",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Certificate","47 - Mechanic and Repair Technologies/Technicians","47060400 - Automobile/Automotive Mechanics Technology/Technician","5",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Certificate","47 - Mechanic and Repair Technologies/Technicians","47060500 - Diesel Mechanics Technology/Technician","2",
"2016","Texas State Technical Colleges","Texas State Technical College in Waco","Tech-Prep","Certificate","47 - Mechanic and Repair Technologies/Technicians","47060800 - Aircraft Powerplant Technology/Technician","1",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Associate","11 - Computer and Information Sciences and Support Services","11020100 - Computer Programming/Programmer, General","4",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Associate","11 - Computer and Information Sciences and Support Services","11090100 - Computer Systems Networking and Telecommunications","13",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Associate","12 - Personal and Culinary Services","12050300 - Culinary Arts/Chef Training","6",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Associate","15 - Engineering Technologies and Engineering-Related Fields","15040300 - Electromechanical Technology/Electromechanical Engineering Technology","11",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Associate","15 - Engineering Technologies and Engineering-Related Fields","15040500 - Robotics Technology/Technician","5",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Associate","15 - Engineering Technologies and Engineering-Related Fields","15050700 - Environmental Engineering Technology/Environmental Technology","1",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Associate","15 - Engineering Technologies and Engineering-Related Fields","15130200 - CAD/CADD Drafting and/or Design Technology/Technician","10",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Associate","47 - Mechanic and Repair Technologies/Technicians","47060400 - Automobile/Automotive Mechanics Technology/Technician","3",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Associate","47 - Mechanic and Repair Technologies/Technicians","47060500 - Diesel Mechanics Technology/Technician","11",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Associate","47 - Mechanic and Repair Technologies/Technicians","47060700 - Airframe Mechanics and Aircraft Maintenance Technology/Technician","4",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Associate","47 - Mechanic and Repair Technologies/Technicians","47060800 - Aircraft Powerplant Technology/Technician","3",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Associate","50 - Visual and Performing Arts","50040100 - Design and Visual Communications, General","8",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Associate","50 - Visual and Performing Arts","50040200 - Commercial and Advertising Art","10",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Associate","51 - Health Professions and Related Programs","51070700 - Health Information/Medical Records Technology/Technician","22",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Associate","51 - Health Professions and Related Programs","51090400 - Emergency Medical Technology/Technician (EMT Paramedic)","10",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Associate","51 - Health Professions and Related Programs","51150100 - Substance Abuse/Addiction Counseling","16",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Associate","51 - Health Professions and Related Programs","51380100 - Registered Nursing/Registered Nurse","74",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Associate","52 - Business, Management, Marketing and Related Support Services","52030100 - Accounting","19",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Associate","52 - Business, Management, Marketing and Related Support Services","52120100 - Management Information Systems, General","2",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Certificate","12 - Personal and Culinary Services","12050300 - Culinary Arts/Chef Training","3",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Certificate","12 - Personal and Culinary Services","12050500 - Food Preparation/Professional Cooking/Kitchen Assistant","2",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Certificate","15 - Engineering Technologies and Engineering-Related Fields","15040300 - Electromechanical Technology/Electromechanical Engineering Technology","3",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Certificate","47 - Mechanic and Repair Technologies/Technicians","47060400 - Automobile/Automotive Mechanics Technology/Technician","5",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Certificate","47 - Mechanic and Repair Technologies/Technicians","47060500 - Diesel Mechanics Technology/Technician","19",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Certificate","47 - Mechanic and Repair Technologies/Technicians","47060700 - Airframe Mechanics and Aircraft Maintenance Technology/Technician","4",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Certificate","47 - Mechanic and Repair Technologies/Technicians","47060800 - Aircraft Powerplant Technology/Technician","3",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Certificate","48 - Precision Production","48050800 - Welding Technology/Welder","55",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Certificate","51 - Health Professions and Related Programs","51070700 - Health Information/Medical Records Technology/Technician","1",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Certificate","51 - Health Professions and Related Programs","51090400 - Emergency Medical Technology/Technician (EMT Paramedic)","17",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Certificate","51 - Health Professions and Related Programs","51150100 - Substance Abuse/Addiction Counseling","3",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Certificate","51 - Health Professions and Related Programs","51390100 - Licensed Practical/Vocational Nurse Training","1",
"2016","Texas State Technical Colleges","Texas State Technical College in West Texas","Technical","Certificate","52 - Business, Management, Marketing and Related Support Services","52030100 - Accounting","1",
"2017","Texas State Technical Colleges","Texas State Technical College in Ft. Bend County","Technical","Associate","48 - Precision Production","48050100 - Machine Tool Technology/Machinist","3",
"2017","Texas State Technical Colleges","Texas State Technical College in Ft. Bend County","Technical","Certificate","15 - Engineering Technologies and Engineering-Related Fields","15030500 - Telecommunications Technology/Technician","3",
"2017","Texas State Technical Colleges","Texas State Technical College in Ft. Bend County","Technical","Certificate","15 - Engineering Technologies and Engineering-Related Fields","15050100 - Heating, Ventilation , Air Conditioning and Refrigeration Technology/Technician","20",
"2017","Texas State Technical Colleges","Texas State Technical College in Ft. Bend County","Technical","Certificate","15 - Engineering Technologies and Engineering-Related Fields","15061300 - Manufacturing Engineering Technology/Technician","3",
"2017","Texas State Technical Colleges","Texas State Technical College in Ft. Bend County","Technical","Certificate","47 - Mechanic and Repair Technologies/Technicians","47060500 - Diesel Mechanics Technology/Technician","17",
"2017","Texas State Technical Colleges","Texas State Technical College in Ft. Bend County","Technical","Certificate","48 - Precision Production","48050100 - Machine Tool Technology/Machinist","5",
"2017","Texas State Technical Colleges","Texas State Technical College in Ft. Bend County","Technical","Certificate","48 - Precision Production","48050800 - Welding Technology/Welder","36",
"2017","Texas State Technical Colleges","Texas State Technical College in Harlingen","Academic","Associate","11 - Computer and Information Sciences and Support Services","11070100 - Computer Science","9",
"2017","Texas State Technical Colleges","Texas State Technical College in Harlingen","Academic","Associate","14 - Engineering","14010100 - Engineering, General","7",
"2017","Texas State Technical Colleges","Texas State Technical College in Harlingen","Academic","Associate","26 - Biological and Biomedical Sciences","26010100 - Biology/Biological Sciences, General","79",
"2017","Texas State Technical Colleges","Texas State Technical College in Harlingen","Academic","Associate","27 - Mathematics and Statistics","27010100 - Mathematics, General","7",
"2017","Texas State Technical Colleges","Texas State Technical College in Harlingen","Academic","Associate","40 - Physical Sciences","40080100 - Physics, General","6",
"2017","Texas State Technical Colleges","Texas State Technical College in Harlingen","Academic","Core Curriculum Completer","24 - Liberal Arts and Sciences, General Studies and Humanities","24010100 - Liberal Arts and Sciences/Liberal Studies","270",
"2017","Texas State Technical Colleges","Texas State Technical College in Harlingen","Technical","Associate","01 - Agriculture, Agriculture Operations, and Related Sciences","01010600 - Agricultural Business Technology","12",
"2017","Texas State Technical Colleges","Texas State Technical College in Harlingen","Technical","Associate","04 - Architecture and Related Services","04090100 - Architectural Technology/Technician","26",
"2017","Texas State Technical Colleges","Texas State Technical College in Harlingen","Technical","Associate","10 - Communications Technologies/Technicians and Support Services","10030400 - Animation, Interactive Technology, Video Graphics and Special Effects","11",
"2017","Texas State Technical Colleges","Texas State Technical College in Harlingen","Technical","Associate","11 - Computer and Information Sciences and Support Services","11090100 - Computer Systems Networking and Telecommunications","20",
"2017","Texas State Technical Colleges","Texas State Technical College in Harlingen","Technical","Associate","12 - Personal and Culinary Services","12050300 - Culinary Arts/Chef Training","18",
"2017","Texas State Technical Colleges","Texas State Technical College in Harlingen","Technical","Associate","13 - Education","13150100 - Teacher Assistant/Aide","47",
"2017","Texas State Technical Colleges","Texas State Technical College in Harlingen","Technical","Associate","15 - Engineering Technologies and Engineering-Related Fields","15030500 - Telecommunications Technology/Technician","4",
