Degrees and Certificates Awarded by Curriculum Area,
DimYear,InstTypeList,InstList,MajorTypeDesc,LevelGroupDesc,CIPGroupDesc,CIPDesc,Count,
"2015","Lamar State Colleges","Lamar Institute of Technology","Tech-Prep","Certificate","15 - Engineering Technologies and Engineering-Related Fields","15040400 - Instrumentation Technology/Technician","4",
"2015","Lamar State Colleges","Lamar Institute of Technology","Tech-Prep","Certificate","15 - Engineering Technologies and Engineering-Related Fields","15050100 - Heating, Ventilation , Air Conditioning and Refrigeration Technology/Technician","9",
"2015","Lamar State Colleges","Lamar Institute of Technology","Tech-Prep","Certificate","15 - Engineering Technologies and Engineering-Related Fields","15120200 - Computer Technology/Computer Systems Technology","9",
"2015","Lamar State Colleges","Lamar Institute of Technology","Tech-Prep","Certificate","44 - Public Administration and Social Service Professions","44040100 - Public Administration","3",
"2015","Lamar State Colleges","Lamar Institute of Technology","Tech-Prep","Certificate","47 - Mechanic and Repair Technologies/Technicians","47060500 - Diesel Mechanics Technology/Technician","7",
"2015","Lamar State Colleges","Lamar Institute of Technology","Tech-Prep","Certificate","48 - Precision Production","48050800 - Welding Technology/Welder","12",
"2015","Lamar State Colleges","Lamar Institute of Technology","Tech-Prep","Certificate","51 - Health Professions and Related Programs","51070700 - Health Information/Medical Records Technology/Technician","2",
"2015","Lamar State Colleges","Lamar Institute of Technology","Tech-Prep","Certificate","51 - Health Professions and Related Programs","51080500 - Pharmacy Technician/Assistant","11",
"2015","Lamar State Colleges","Lamar Institute of Technology","Tech-Prep","Certificate","52 - Business, Management, Marketing and Related Support Services","52030200 - Accounting Technology/Technician and Bookkeeping","1",
"2015","Lamar State Colleges","Lamar Institute of Technology","Tech-Prep","Certificate","52 - Business, Management, Marketing and Related Support Services","52040100 - Administrative Assistant and Secretarial Science, General","1",
"2015","Lamar State Colleges","Lamar State College-Orange","Academic","Associate","11 - Computer and Information Sciences and Support Services","11010100 - Computer and Information Sciences, General","1",
"2015","Lamar State Colleges","Lamar State College-Orange","Academic","Associate","13 - Education","13120600 - Teacher Education, Multiple Levels","22",
"2015","Lamar State Colleges","Lamar State College-Orange","Academic","Associate","23 - English Language and Literature/Letters","23130400 - Rhetoric and Composition","4",
"2015","Lamar State Colleges","Lamar State College-Orange","Academic","Associate","24 - Liberal Arts and Sciences, General Studies and Humanities","24010100 - Liberal Arts and Sciences/Liberal Studies","25",
